Name,Policy,Comment,Type,State,City
Aditya,Transport Safety Policy,"The idea is good, execution will matter.",neutral,Gujarat,Ahmedabad
Aditya,Housing Development Scheme,Let's see how this works in practice.,neutral,Uttar Pradesh,Varanasi
Aarav,Environmental Protection Act,A waste of resources and poorly planned.,negative,Delhi,New Delhi
Ananya,Cybersecurity Protection Policy,"The idea is good, execution will matter.",neutral,Maharashtra,Mumbai
Aditya,Education Reform Policy,"A very thoughtful policy, proud of this government.",positive,Uttar Pradesh,Lucknow
Rohan,Housing Development Scheme,Happy to see this reform being implemented.,positive,Delhi,New Delhi
Aarav,Environmental Protection Act,Too early to judge its effectiveness.,neutral,Rajasthan,Jaipur
Sanya,Housing Development Scheme,Happy to see this reform being implemented.,positive,Karnataka,Mysuru
Ananya,Healthcare Access Policy,The implementation will likely fail like before.,negative,Karnataka,Mangalore
Ananya,Healthcare Access Policy,This step is crucial for a better future.,positive,Maharashtra,Mumbai
Rohan,Workplace Equality Policy,This initiative will improve lives and create opportunities.,positive,Tamil Nadu,Coimbatore
Aarav,Cybersecurity Protection Policy,Not sure if this will help in real situations.,negative,Punjab,Amritsar
Sanya,Transport Safety Policy,This seems more like a political stunt than a real solution.,negative,Gujarat,Ahmedabad
Diya,Cybersecurity Protection Policy,Happy to see this reform being implemented.,positive,Gujarat,Ahmedabad
Sanya,Transport Safety Policy,Not sure if this will help in real situations.,negative,Karnataka,Mysuru
Aarav,Digital Privacy Act,This initiative will improve lives and create opportunities.,positive,Gujarat,Surat
Aarav,Cybersecurity Protection Policy,This is just another headline without substance.,negative,Tamil Nadu,Coimbatore
Sanya,Digital Privacy Act,A waste of resources and poorly planned.,negative,Uttar Pradesh,Varanasi
Ananya,Education Reform Policy,This initiative will improve lives and create opportunities.,positive,Punjab,Chandigarh
Diya,Workplace Equality Policy,A waste of resources and poorly planned.,negative,Kerala,Thiruvananthapuram
Meera,Renewable Energy Adoption Policy,This seems more like a political stunt than a real solution.,negative,Kerala,Kozhikode
Aarav,Environmental Protection Act,This initiative will improve lives and create opportunities.,positive,Maharashtra,Pune
Aditya,Workplace Equality Policy,Neither good nor bad at this stage.,neutral,Kerala,Kochi
Ananya,Cybersecurity Protection Policy,This is just another headline without substance.,negative,Kerala,Kozhikode
Diya,Agriculture Sustainability Act,Not sure if this will help in real situations.,negative,Tamil Nadu,Chennai
Kabir,Healthcare Access Policy,This seems more like a political stunt than a real solution.,negative,Uttar Pradesh,Lucknow
Rohan,Housing Development Scheme,"The idea is good, execution will matter.",neutral,Kerala,Kochi
Rohan,Environmental Protection Act,Happy to see this reform being implemented.,positive,Karnataka,Bengaluru
Meera,Workplace Equality Policy,A waste of resources and poorly planned.,negative,West Bengal,Howrah
Kabir,Agriculture Sustainability Act,Not sure if this will help in real situations.,negative,Karnataka,Mysuru
Aarav,Healthcare Access Policy,"A very thoughtful policy, proud of this government.",positive,Uttar Pradesh,Kanpur
Aditya,Healthcare Access Policy,Mixed feelings about this policy.,neutral,Gujarat,Ahmedabad
Ananya,Healthcare Access Policy,The implementation will likely fail like before.,negative,Karnataka,Mangalore
Meera,Digital Privacy Act,"A very thoughtful policy, proud of this government.",positive,Uttar Pradesh,Lucknow
Isha,Environmental Protection Act,"The idea is good, execution will matter.",neutral,Delhi,New Delhi
Sanya,Healthcare Access Policy,This step is crucial for a better future.,positive,Maharashtra,Mumbai
Harshit,Agriculture Sustainability Act,Not sure if this will help in real situations.,negative,Delhi,New Delhi
Isha,Housing Development Scheme,A waste of resources and poorly planned.,negative,Maharashtra,Mumbai
Harshit,Renewable Energy Adoption Policy,Happy to see this reform being implemented.,positive,West Bengal,Kolkata
Kabir,Renewable Energy Adoption Policy,Let's see how this works in practice.,neutral,Tamil Nadu,Coimbatore
Meera,Workplace Equality Policy,This initiative will improve lives and create opportunities.,positive,Maharashtra,Pune
Kabir,Cybersecurity Protection Policy,This initiative will improve lives and create opportunities.,positive,West Bengal,Howrah
Harshit,Housing Development Scheme,Let's see how this works in practice.,neutral,Gujarat,Surat
Diya,Transport Safety Policy,The implementation will likely fail like before.,negative,Uttar Pradesh,Varanasi
Aditya,Workplace Equality Policy,Too early to judge its effectiveness.,neutral,Maharashtra,Nagpur
Harshit,Environmental Protection Act,A waste of resources and poorly planned.,negative,Tamil Nadu,Madurai
Isha,Housing Development Scheme,Happy to see this reform being implemented.,positive,Maharashtra,Nagpur
Harshit,Digital Privacy Act,Not sure if this will help in real situations.,negative,Maharashtra,Mumbai
Diya,Cybersecurity Protection Policy,Happy to see this reform being implemented.,positive,Punjab,Chandigarh
Kabir,Renewable Energy Adoption Policy,A waste of resources and poorly planned.,negative,Punjab,Amritsar
Harshit,Digital Privacy Act,A waste of resources and poorly planned.,negative,Delhi,New Delhi
Ananya,Transport Safety Policy,This initiative will improve lives and create opportunities.,positive,Rajasthan,Udaipur
Sanya,Digital Privacy Act,Too early to judge its effectiveness.,neutral,Tamil Nadu,Coimbatore
Rohan,Agriculture Sustainability Act,Mixed feelings about this policy.,neutral,Uttar Pradesh,Kanpur
Aditya,Housing Development Scheme,Let's see how this works in practice.,neutral,Uttar Pradesh,Kanpur
Sanya,Renewable Energy Adoption Policy,Let's see how this works in practice.,neutral,Karnataka,Bengaluru
Sanya,Environmental Protection Act,"A very thoughtful policy, proud of this government.",positive,Tamil Nadu,Madurai
Harshit,Digital Privacy Act,"The idea is good, execution will matter.",neutral,Maharashtra,Mumbai
Aarav,Workplace Equality Policy,Mixed feelings about this policy.,neutral,Tamil Nadu,Coimbatore
Sanya,Renewable Energy Adoption Policy,Too early to judge its effectiveness.,neutral,Rajasthan,Udaipur
Sanya,Education Reform Policy,"The idea is good, execution will matter.",neutral,Kerala,Kochi
Isha,Education Reform Policy,Mixed feelings about this policy.,neutral,Delhi,New Delhi
Sanya,Workplace Equality Policy,"A very thoughtful policy, proud of this government.",positive,West Bengal,Kolkata
Diya,Housing Development Scheme,Mixed feelings about this policy.,neutral,Gujarat,Surat
Sanya,Transport Safety Policy,Not sure if this will help in real situations.,negative,Delhi,New Delhi
Diya,Healthcare Access Policy,Too early to judge its effectiveness.,neutral,Kerala,Kozhikode
Meera,Renewable Energy Adoption Policy,The implementation will likely fail like before.,negative,Kerala,Thiruvananthapuram
Harshit,Healthcare Access Policy,Neither good nor bad at this stage.,neutral,Rajasthan,Jaipur
Rohan,Education Reform Policy,Neither good nor bad at this stage.,neutral,Uttar Pradesh,Lucknow
Ananya,Cybersecurity Protection Policy,Too early to judge its effectiveness.,neutral,West Bengal,Kolkata
Meera,Workplace Equality Policy,The implementation will likely fail like before.,negative,Kerala,Kochi
Aditya,Cybersecurity Protection Policy,A waste of resources and poorly planned.,negative,West Bengal,Kolkata
Harshit,Workplace Equality Policy,This seems more like a political stunt than a real solution.,negative,Rajasthan,Udaipur
Sanya,Transport Safety Policy,"A very thoughtful policy, proud of this government.",positive,Tamil Nadu,Chennai
Harshit,Transport Safety Policy,This step is crucial for a better future.,positive,Karnataka,Bengaluru
Aditya,Cybersecurity Protection Policy,Too early to judge its effectiveness.,neutral,Maharashtra,Mumbai
Harshit,Healthcare Access Policy,A waste of resources and poorly planned.,negative,West Bengal,Howrah
Kabir,Housing Development Scheme,Happy to see this reform being implemented.,positive,West Bengal,Siliguri
Ananya,Cybersecurity Protection Policy,Neither good nor bad at this stage.,neutral,Uttar Pradesh,Lucknow
Diya,Environmental Protection Act,A waste of resources and poorly planned.,negative,Tamil Nadu,Madurai
Kabir,Environmental Protection Act,Happy to see this reform being implemented.,positive,West Bengal,Howrah
Sanya,Housing Development Scheme,This step is crucial for a better future.,positive,Rajasthan,Jaipur
Diya,Healthcare Access Policy,Too early to judge its effectiveness.,neutral,Tamil Nadu,Coimbatore
Meera,Transport Safety Policy,"The idea is good, execution will matter.",neutral,Rajasthan,Udaipur
Harshit,Education Reform Policy,"A very thoughtful policy, proud of this government.",positive,Punjab,Chandigarh
Rohan,Cybersecurity Protection Policy,"This will bring positive changes, I support it fully.",positive,Punjab,Amritsar
Aditya,Workplace Equality Policy,The implementation will likely fail like before.,negative,Karnataka,Mysuru
Meera,Transport Safety Policy,Neither good nor bad at this stage.,neutral,Tamil Nadu,Coimbatore
Rohan,Education Reform Policy,Too early to judge its effectiveness.,neutral,West Bengal,Siliguri
Rohan,Agriculture Sustainability Act,"The idea is good, execution will matter.",neutral,Karnataka,Mysuru
Aarav,Environmental Protection Act,Neither good nor bad at this stage.,neutral,Delhi,New Delhi
Isha,Workplace Equality Policy,"This will bring positive changes, I support it fully.",positive,Delhi,New Delhi
Ananya,Education Reform Policy,"This will bring positive changes, I support it fully.",positive,Rajasthan,Udaipur
Sanya,Renewable Energy Adoption Policy,Happy to see this reform being implemented.,positive,Karnataka,Mysuru
Aditya,Environmental Protection Act,Happy to see this reform being implemented.,positive,Punjab,Chandigarh
Rohan,Renewable Energy Adoption Policy,"This will bring positive changes, I support it fully.",positive,Karnataka,Mysuru
Rohan,Housing Development Scheme,"This will bring positive changes, I support it fully.",positive,Rajasthan,Udaipur
Diya,Transport Safety Policy,Happy to see this reform being implemented.,positive,Delhi,New Delhi
Sanya,Cybersecurity Protection Policy,Let's see how this works in practice.,neutral,Kerala,Kozhikode
Isha,Cybersecurity Protection Policy,"A very thoughtful policy, proud of this government.",positive,Karnataka,Mysuru
Aditya,Housing Development Scheme,Not sure if this will help in real situations.,negative,Rajasthan,Jaipur
Diya,Environmental Protection Act,This seems more like a political stunt than a real solution.,negative,Gujarat,Vadodara
Aditya,Environmental Protection Act,"A very thoughtful policy, proud of this government.",positive,West Bengal,Howrah
Aditya,Environmental Protection Act,This step is crucial for a better future.,positive,Uttar Pradesh,Varanasi
Harshit,Cybersecurity Protection Policy,This seems more like a political stunt than a real solution.,negative,Gujarat,Ahmedabad
Aarav,Housing Development Scheme,The implementation will likely fail like before.,negative,Punjab,Amritsar
Meera,Healthcare Access Policy,This initiative will improve lives and create opportunities.,positive,Uttar Pradesh,Varanasi
Aarav,Transport Safety Policy,Too early to judge its effectiveness.,neutral,Tamil Nadu,Chennai
Rohan,Education Reform Policy,This seems more like a political stunt than a real solution.,negative,Uttar Pradesh,Kanpur
Rohan,Digital Privacy Act,"The idea is good, execution will matter.",neutral,Uttar Pradesh,Kanpur
Isha,Digital Privacy Act,"The idea is good, execution will matter.",neutral,Uttar Pradesh,Lucknow
Harshit,Renewable Energy Adoption Policy,"The idea is good, execution will matter.",neutral,Tamil Nadu,Madurai
Ananya,Workplace Equality Policy,"A very thoughtful policy, proud of this government.",positive,Gujarat,Ahmedabad
Meera,Housing Development Scheme,Let's see how this works in practice.,neutral,Uttar Pradesh,Varanasi
Isha,Agriculture Sustainability Act,This step is crucial for a better future.,positive,Punjab,Chandigarh
Diya,Housing Development Scheme,This step is crucial for a better future.,positive,Rajasthan,Jaipur
Kabir,Environmental Protection Act,"A very thoughtful policy, proud of this government.",positive,West Bengal,Siliguri
Kabir,Agriculture Sustainability Act,This seems more like a political stunt than a real solution.,negative,Karnataka,Mangalore
Aditya,Digital Privacy Act,Happy to see this reform being implemented.,positive,Maharashtra,Mumbai
Aarav,Agriculture Sustainability Act,"A very thoughtful policy, proud of this government.",positive,Kerala,Thiruvananthapuram
Harshit,Renewable Energy Adoption Policy,Mixed feelings about this policy.,neutral,Kerala,Kozhikode
Kabir,Agriculture Sustainability Act,The implementation will likely fail like before.,negative,Karnataka,Mangalore
Harshit,Transport Safety Policy,Neither good nor bad at this stage.,neutral,Uttar Pradesh,Varanasi
Aarav,Agriculture Sustainability Act,Let's see how this works in practice.,neutral,West Bengal,Siliguri
Ananya,Renewable Energy Adoption Policy,Let's see how this works in practice.,neutral,Delhi,New Delhi
Isha,Healthcare Access Policy,Too early to judge its effectiveness.,neutral,Uttar Pradesh,Lucknow
Kabir,Healthcare Access Policy,This is just another headline without substance.,negative,Punjab,Ludhiana
Ananya,Digital Privacy Act,This initiative will improve lives and create opportunities.,positive,Punjab,Ludhiana
Isha,Transport Safety Policy,Let's see how this works in practice.,neutral,Kerala,Kozhikode
Harshit,Housing Development Scheme,Not sure if this will help in real situations.,negative,Maharashtra,Pune
Ananya,Digital Privacy Act,"The idea is good, execution will matter.",neutral,West Bengal,Howrah
Aarav,Healthcare Access Policy,A waste of resources and poorly planned.,negative,Tamil Nadu,Madurai
Aarav,Renewable Energy Adoption Policy,Not sure if this will help in real situations.,negative,Kerala,Kochi
Sanya,Housing Development Scheme,This initiative will improve lives and create opportunities.,positive,West Bengal,Kolkata
Harshit,Transport Safety Policy,This seems more like a political stunt than a real solution.,negative,Rajasthan,Udaipur
Kabir,Renewable Energy Adoption Policy,Mixed feelings about this policy.,neutral,Rajasthan,Udaipur
Rohan,Digital Privacy Act,Too early to judge its effectiveness.,neutral,Tamil Nadu,Coimbatore
Sanya,Agriculture Sustainability Act,A waste of resources and poorly planned.,negative,Delhi,New Delhi
Aarav,Workplace Equality Policy,Not sure if this will help in real situations.,negative,Delhi,New Delhi
Sanya,Environmental Protection Act,This step is crucial for a better future.,positive,Rajasthan,Jodhpur
Isha,Environmental Protection Act,This is just another headline without substance.,negative,West Bengal,Siliguri
Meera,Cybersecurity Protection Policy,This initiative will improve lives and create opportunities.,positive,Delhi,New Delhi
Sanya,Renewable Energy Adoption Policy,Not sure if this will help in real situations.,negative,Delhi,New Delhi
Ananya,Digital Privacy Act,Happy to see this reform being implemented.,positive,Gujarat,Surat
Aarav,Renewable Energy Adoption Policy,"The idea is good, execution will matter.",neutral,Punjab,Amritsar
Harshit,Environmental Protection Act,"This will bring positive changes, I support it fully.",positive,West Bengal,Howrah
Aarav,Cybersecurity Protection Policy,Not sure if this will help in real situations.,negative,Maharashtra,Mumbai
Rohan,Education Reform Policy,Neither good nor bad at this stage.,neutral,Maharashtra,Nagpur
Diya,Agriculture Sustainability Act,"The idea is good, execution will matter.",neutral,Kerala,Kozhikode
Isha,Renewable Energy Adoption Policy,This initiative will improve lives and create opportunities.,positive,Gujarat,Ahmedabad
Aarav,Cybersecurity Protection Policy,This is just another headline without substance.,negative,Punjab,Amritsar
Harshit,Transport Safety Policy,The implementation will likely fail like before.,negative,Rajasthan,Udaipur
Ananya,Digital Privacy Act,This initiative will improve lives and create opportunities.,positive,Rajasthan,Udaipur
Sanya,Workplace Equality Policy,This step is crucial for a better future.,positive,Delhi,New Delhi
Diya,Renewable Energy Adoption Policy,Too early to judge its effectiveness.,neutral,Uttar Pradesh,Kanpur
Sanya,Renewable Energy Adoption Policy,The implementation will likely fail like before.,negative,Rajasthan,Jaipur
Diya,Environmental Protection Act,Mixed feelings about this policy.,neutral,Kerala,Kozhikode
Meera,Education Reform Policy,This seems more like a political stunt than a real solution.,negative,Punjab,Amritsar
Diya,Digital Privacy Act,"The idea is good, execution will matter.",neutral,Delhi,New Delhi
Ananya,Transport Safety Policy,"The idea is good, execution will matter.",neutral,Uttar Pradesh,Varanasi
Diya,Environmental Protection Act,Neither good nor bad at this stage.,neutral,Rajasthan,Jodhpur
Harshit,Transport Safety Policy,"This will bring positive changes, I support it fully.",positive,Rajasthan,Jodhpur
Rohan,Cybersecurity Protection Policy,"This will bring positive changes, I support it fully.",positive,Uttar Pradesh,Kanpur
Kabir,Renewable Energy Adoption Policy,Not sure if this will help in real situations.,negative,Rajasthan,Udaipur
Rohan,Workplace Equality Policy,This is just another headline without substance.,negative,Delhi,New Delhi
Harshit,Education Reform Policy,This is just another headline without substance.,negative,West Bengal,Kolkata
Diya,Healthcare Access Policy,Not sure if this will help in real situations.,negative,Gujarat,Surat
Kabir,Workplace Equality Policy,Neither good nor bad at this stage.,neutral,Tamil Nadu,Chennai
Sanya,Education Reform Policy,Neither good nor bad at this stage.,neutral,Rajasthan,Jodhpur
Aditya,Digital Privacy Act,A waste of resources and poorly planned.,negative,Maharashtra,Nagpur
Rohan,Healthcare Access Policy,Happy to see this reform being implemented.,positive,Delhi,New Delhi
Aarav,Environmental Protection Act,Mixed feelings about this policy.,neutral,Kerala,Thiruvananthapuram
Kabir,Environmental Protection Act,Neither good nor bad at this stage.,neutral,Rajasthan,Udaipur
Ananya,Environmental Protection Act,This step is crucial for a better future.,positive,Delhi,New Delhi
Aarav,Healthcare Access Policy,A waste of resources and poorly planned.,negative,Kerala,Kozhikode
Meera,Housing Development Scheme,Mixed feelings about this policy.,neutral,Kerala,Kozhikode
Rohan,Agriculture Sustainability Act,Neither good nor bad at this stage.,neutral,Tamil Nadu,Chennai
Meera,Education Reform Policy,"This will bring positive changes, I support it fully.",positive,West Bengal,Howrah
Rohan,Agriculture Sustainability Act,"A very thoughtful policy, proud of this government.",positive,Uttar Pradesh,Lucknow
Aarav,Transport Safety Policy,Not sure if this will help in real situations.,negative,Punjab,Amritsar
Isha,Education Reform Policy,This step is crucial for a better future.,positive,Rajasthan,Jodhpur
Harshit,Environmental Protection Act,This step is crucial for a better future.,positive,Delhi,New Delhi
Isha,Housing Development Scheme,The implementation will likely fail like before.,negative,Maharashtra,Pune
Aditya,Transport Safety Policy,This seems more like a political stunt than a real solution.,negative,Delhi,New Delhi
Ananya,Workplace Equality Policy,Mixed feelings about this policy.,neutral,Punjab,Ludhiana
Isha,Cybersecurity Protection Policy,Let's see how this works in practice.,neutral,Tamil Nadu,Chennai
Aditya,Digital Privacy Act,This is just another headline without substance.,negative,West Bengal,Howrah
Meera,Digital Privacy Act,Not sure if this will help in real situations.,negative,Delhi,New Delhi
Meera,Agriculture Sustainability Act,A waste of resources and poorly planned.,negative,Punjab,Chandigarh
Sanya,Cybersecurity Protection Policy,Not sure if this will help in real situations.,negative,Punjab,Chandigarh
Sanya,Digital Privacy Act,"The idea is good, execution will matter.",neutral,Uttar Pradesh,Varanasi
Sanya,Transport Safety Policy,Happy to see this reform being implemented.,positive,Karnataka,Bengaluru
Rohan,Healthcare Access Policy,This step is crucial for a better future.,positive,Kerala,Kozhikode
Meera,Healthcare Access Policy,Too early to judge its effectiveness.,neutral,Karnataka,Mangalore
